Identificador,ual_parr,pa_arealm,pa_areempa,eq_earado,eq_semman,eq_emotoguadana,cg_k100,cg_k101,cg_k102,eu_k1301,ct_k509,ct_k511ha,ct_afecta_prod,ct_riego,ct_aferti,Ventas,tratamiento_compra_insumos,tratamiento_ventas_transporte,tratamiento_ventas_demanda,ct_prod,ct_cantidad_npk_fq
12015351000993423,53,0.0,0.0,1.0,0.0,0.0,1,24,2,9,10.0,160.0,6.0,0,1,800.0,0.0,0.0,0.0,800.0,1440.0
12015351000993423,53,0.0,0.0,1.0,0.0,0.0,1,24,2,9,5.0,160.0,6.0,0,1,800.0,0.0,0.0,0.0,800.0,1440.0
12015361000993294,53,0.0,0.0,1.0,0.0,1.0,1,95,1,5,5.0,70.0,6.0,0,1,280.0,,1.0,1.0,280.0,630.0
12015451000993356,54,0.0,0.0,1.0,0.0,0.0,1,49,3,71,12.0,240.0,6.0,1,1,1200.0,,1.0,,1200.0,2160.0
12015451000993356,54,0.0,0.0,1.0,0.0,0.0,1,49,3,71,8.0,240.0,6.0,1,1,1200.0,,1.0,,1200.0,2160.0
12015451000993356,54,0.0,0.0,1.0,0.0,0.0,1,49,3,71,4.0,240.0,6.0,0,1,1200.0,,1.0,,1200.0,2160.0
12015451000993395,54,0.0,0.0,1.0,0.0,0.0,1,42,3,48,12.0,80.0,6.0,1,1,700.0,,1.0,,700.0,720.0
12015451000993395,54,0.0,0.0,1.0,0.0,0.0,1,42,3,48,8.0,80.0,6.0,1,1,700.0,,1.0,,700.0,720.0
12015451000993395,54,0.0,0.0,1.0,0.0,0.0,1,42,3,48,4.0,80.0,6.0,0,1,700.0,,1.0,,700.0,720.0
12015551000993402,55,0.0,0.0,1.0,0.0,0.0,1,47,2,39,5.0,200.0,6.0,0,1,763.636363636364,,1.0,1.0,763.636363636364,200.0
12025051000993325,50,0.0,0.0,1.0,0.0,0.0,1,65,2,84,12.0,100.0,6.0,1,1,477.27272727272697,,1.0,1.0,477.27272727272697,600.0
12025051000993325,50,0.0,0.0,1.0,0.0,0.0,1,65,2,84,8.0,100.0,6.0,1,1,477.27272727272697,,1.0,1.0,477.27272727272697,600.0
12025051000993325,50,0.0,0.0,1.0,0.0,0.0,1,65,2,84,4.0,100.0,6.0,0,1,477.27272727272697,,1.0,1.0,477.27272727272697,600.0
12025051000993328,50,0.0,0.0,1.0,0.0,1.0,1,30,3,65,12.0,270.0,6.0,1,1,902.0454545454553,,1.0,1.0,902.0454545454553,2430.0
