Identificador;ual_prov;ual_cant;ual_parr;ual_estr;ual_segm;al_ncues;eu_superficie_ha;eu_k1301;eu_k1302;eu_k1303;eu_k1304;eu_k1305;eu_k1306;eu_k1307;eu_k1308;eu_k1309;eu_k1310;eu_k1311;eu_k1312;eu_trs;eu_trc;eu_tro;eu_tn;fact_exp_fin
01016001084070017;01;01;60;01;08407;0017;1,56;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;31,5740452315672
01016001084070018;01;01;60;01;08407;0018;,33;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;92,2836565980713
01016001084070019;01;01;60;01;08407;0019;,81;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;111,820616839006
01016001084070023;01;01;60;01;08407;0023;,22;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;44,1751916349326
01016101119110001;01;01;61;01;11911;0001;,75;2;2; ;1;1; ; ; ; ;1;1; ;1; ; ;4;74,6428353030727
01016101119110002;01;01;61;01;11911;0002;,22;3;2;1;2;1;1; ; ; ;1;1; ;1; ; ;4;50,4212840358092
01016101119110003;01;01;61;01;11911;0003;,25;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;18,119255063671
01016101119110004;01;01;61;01;11911;0004;,35;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;17,8836390204592
01016101119110005;01;01;61;01;11911;0005;2,29;2; ;2;2; ;2; ; ; ; ; ; ;1; ; ;4;14,3756528469836
01016101119110006;01;01;61;01;11911;0006;,25;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;21,6932087100088
01016101119110007;01;01;61;01;11911;0007;2,51;5;2;3;5;2;3; ; ; ; ; ; ;1; ; ;4;78,3258941250201
01016101119110009;01;01;61;01;11911;0009;3,83;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;51,3996500550785
01016101119110010;01;01;61;01;11911;0010;14,07;4;2;2;4;2;2; ; ; ; ; ; ;1; ; ;4;3,52820913096168
01016101120040001;01;01;61;01;12004;0001;1;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;1,38924108183416
01016101120040002;01;01;61;01;12004;0002;2,5;4;1;3;4;1;3; ; ; ; ; ; ;1; ; ;4;43,793391611602
01016101120040003;01;01;61;01;12004;0003;4,2;3;1;2;3;1;2; ; ; ; ; ; ;1; ; ;4;54,9590393263782
01016101120040004;01;01;61;01;12004;0004;4;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;60,4189542317919
01016101120040005;01;01;61;01;12004;0005;1;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;7,61176752782937
01016101123650001;01;01;61;01;12365;0001;,73;4;2;2;4;2;2; ; ; ; ; ; ;1; ; ;4;40,3189824329479
01016101123650002;01;01;61;01;12365;0002;7,18;3;1;2;3;1;2; ; ; ; ; ; ;1; ; ;4;20,1150098810535
01016101123650003;01;01;61;01;12365;0003;1,89;3;2;1;3;2;1; ; ; ; ; ; ;1; ; ;4;41,9380527199121
01016101123650005;01;01;61;01;12365;0005;,15;3;2;1;3;2;1; ; ; ; ; ; ;1; ; ;4;114,486694357955
01016101123650006;01;01;61;01;12365;0006;4,43;5;2;3;5;2;3; ; ; ; ; ; ;1; ; ;4;19,7078479380175
01016101123650007;01;01;61;01;12365;0007;42,75;4;2;2;1;1; ;3;1;2; ; ; ;1; ; ;4;2,87759550508037
01016101130920001;01;01;61;01;13092;0001;6,5;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;29,8002599481992
01016101130920002;01;01;61;01;13092;0002;2,5;3;1;2;3;1;2; ; ; ; ; ; ;1; ; ;4;33,3130200721009
01016101130920003;01;01;61;01;13092;0003;3,8;2; ;2;2; ;2; ; ; ; ; ; ;1; ; ;4;62,85262604545
01016101130920004;01;01;61;01;13092;0004;3,55;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;21,5243110328165
01016101137350001;01;01;61;01;13735;0001;3,5;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;68,4014448577946
01016101137350002;01;01;61;01;13735;0002;2,1;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;35,4550664420657
01016101137350003;01;01;61;01;13735;0003;,5;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;2,42222924066865
01016101137350004;01;01;61;01;13735;0004;6;7;5;2;7;5;2; ; ; ; ; ; ;1; ; ;4;13,872450553567
01016101137350005;01;01;61;01;13735;0005;6;6;2;4;6;2;4; ; ; ; ; ; ;1; ; ;4;31,6558873357673
01016101137400001;01;01;61;01;13740;0001;,65;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;51,4287639131506
01016101137400002;01;01;61;01;13740;0002;,2;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;89,8584380306292
01016101137400003;01;01;61;01;13740;0003;,1;2; ;2;2; ;2; ; ; ; ; ; ;1; ; ;4;64,1373370948749
01016101137400004;01;01;61;01;13740;0004;,9;6;3;3;6;3;3; ; ; ; ; ; ;1; ; ;4;81,8755178991779
01016101137400005;01;01;61;01;13740;0005;3,86;4;2;2;4;2;2; ; ; ; ; ; ;1; ; ;4;32,4641714867964
01016101137400006;01;01;61;01;13740;0006;1,25;3;1;2;3;1;2; ; ; ; ; ; ;1; ; ;4;60,9266704400056
01016101137400007;01;01;61;01;13740;0007;5,5;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;46,0558087833685
01016101139230001;01;01;61;01;13923;0001;3,5;5;3;2;5;3;2; ; ; ; ; ; ;1; ; ;4;53,3168511952102
01016101139230002;01;01;61;01;13923;0002;3;4;2;2;4;2;2; ; ; ; ; ; ;1; ; ;4;42,5854778406025
01016101139230003;01;01;61;01;13923;0003;2,5;5;4;1;5;4;1; ; ; ; ; ; ;1; ; ;4;22,328825204347
01016101139230004;01;01;61;01;13923;0004;2;3;2;1;3;2;1; ; ; ; ; ; ;1; ; ;4;31,5869644957265
01016101139230005;01;01;61;01;13923;0005;3;2;2; ;2;2; ; ; ; ; ; ; ;1; ; ;4;47,5816735438667
01016101143210001;01;01;61;01;14321;0001;1,5;5;2;3;5;2;3; ; ; ; ; ; ;1; ; ;4;36,2725946927324
01016101143210002;01;01;61;01;14321;0002;2;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;32,5000869211824
01016101143210003;01;01;61;01;14321;0003;1,22;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;15,0420045892125
01016101143210004;01;01;61;01;14321;0004;2,31;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;29,8235038582712
01016101143210005;01;01;61;01;14321;0005;,53;6; ;6;6; ;6; ; ; ; ; ; ;1; ; ;4;11,1560828128877
01016101143210006;01;01;61;01;14321;0006;,8;5;3;2;5;3;2; ; ; ; ; ; ;1; ; ;4;11,6096655344259
01016101143210007;01;01;61;01;14321;0007;,95;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;61,6252804384525
01016101143210008;01;01;61;01;14321;0008;1,65;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;55,6568148331633
01016101143210009;01;01;61;01;14321;0009;,25;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;67,9484621524213
01016101143210010;01;01;61;01;14321;0010;1,98;2; ;2;2; ;2; ; ; ; ; ; ;1; ; ;4;39,748689286126
01016101143210011;01;01;61;01;14321;0011;,31;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;15,1591154217309
01016101143210012;01;01;61;01;14321;0012;1,78;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;12,8946870297895
01016101143210013;01;01;61;01;14321;0013;,64;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;44,7824653783185
01016101143210014;01;01;61;01;14321;0014;,13;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;140,782654750976
01016101145480001;01;01;61;01;14548;0001;,5;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;58,8816426406055
01016101145480002;01;01;61;01;14548;0002;1;3;2;1;3;2;1; ; ; ; ; ; ;1; ; ;4;23,5486253815266
01016101145480003;01;01;61;01;14548;0003;,5;3;1;2;3;1;2; ; ; ; ; ; ;1; ; ;4;45,9594417926128
01016101145480004;01;01;61;01;14548;0004;,51;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;48,1693559750515
01016101145480006;01;01;61;01;14548;0006;3,79;5;1;4;5;1;4; ; ; ; ; ; ;1; ; ;4;51,6851052008121
01016101148430001;01;01;61;01;14843;0001;12,2;8;4;4;8;4;4; ; ; ; ; ; ;1; ; ;4;47,4293781340768
01016101149960001;01;01;61;01;14996;0001;3,17;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;47,112707562097
01016101149960002;01;01;61;01;14996;0002;1,28;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;25,6400873906575
01016101149960003;01;01;61;01;14996;0003;10,36;5;4;1;5;4;1; ; ; ; ; ; ;1; ; ;4;34,8183589841296
01016101149960004;01;01;61;01;14996;0004;1,67;4;2;2;4;2;2; ; ; ; ; ; ;1; ; ;4;32,4999023187178
01016101155210001;01;01;61;01;15521;0001;,25;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;24,0559006831894
01016101155210002;01;01;61;01;15521;0002;,25;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;29,0534983954483
01016101155210003;01;01;61;01;15521;0003;,5;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;87,9930889220457
01016101155210005;01;01;61;01;15521;0005;1,5;2; ;2;2; ;2; ; ; ; ; ; ;1; ; ;4;46,1800608322595
01016101155210008;01;01;61;01;15521;0008;9,14;7;3;4;7;3;4; ; ; ; ; ; ;1; ; ;4;18,4619015980669
01016101155210009;01;01;61;01;15521;0009;4,67;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;8,0294613491151
01016101155210010;01;01;61;01;15521;0010;1;4;3;1;4;3;1; ; ; ; ; ; ;1; ; ;4;39,0719530243879
01016101155230001;01;01;61;01;15523;0001;5,37;4;3;1;4;3;1; ; ; ; ; ; ;1; ; ;4;14,2310093490302
01016101155230002;01;01;61;01;15523;0002;10;7;4;3;7;4;3; ; ; ; ; ; ;1; ; ;4;7,93565552916775
01016101155230003;01;01;61;01;15523;0003;3,5;4;3;1;4;3;1; ; ; ; ; ; ;1; ; ;4;40,8027638264994
01016101155230004;01;01;61;01;15523;0004;10;6;4;2;6;4;2; ; ; ; ; ; ;1; ; ;4;7,74578565715562
01016101155230005;01;01;61;01;15523;0005;5;5;3;2;5;3;2; ; ; ; ; ; ;1; ; ;4;28,0856784553128
01016101155230006;01;01;61;01;15523;0006;1;5;3;2;5;3;2; ; ; ; ; ; ;1; ; ;4;18,3944726916078
01016101155230007;01;01;61;01;15523;0007;2;3;2;1;3;2;1; ; ; ; ; ; ;1; ; ;4;21,5180964387031
01016101161270002;01;01;61;01;16127;0002;9,98;3;1;2;2;1;1;1; ;1; ; ; ;1; ; ;4;23,5315541497603
01016101161270003;01;01;61;01;16127;0003;5;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;15,2949589614424
01016101161270004;01;01;61;01;16127;0004;8;5;2;3;5;2;3; ; ; ; ; ; ;1; ; ;4;17,2555558256642
01016101168660001;01;01;61;01;16866;0001;1;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;41,4678536080118
01016101168660005;01;01;61;01;16866;0005;3,5;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;66,6828701008471
01016101172560002;01;01;61;01;17256;0002;3,8;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;13,5655627199086
01016101172560003;01;01;61;01;17256;0003;5,2;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;44,048657098218
01016101172560004;01;01;61;01;17256;0004;2,2;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;47,8583109652155
01016301072860001;01;01;63;01;07286;0001;12,1;8;4;4;8;4;4; ; ; ; ; ; ;1; ; ;4;33,1511568258267
01016301072860002;01;01;63;01;07286;0002;2,91;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;22,4325583340386
01016301072860003;01;01;63;01;07286;0003;1,25;5;1;4;5;1;4; ; ; ; ; ; ;1; ; ;4;33,2603928182058
01016301072860004;01;01;63;01;07286;0004;1,24;2; ;2;2; ;2; ; ; ; ; ; ;1; ; ;4;71,9164495261983
01016301076910001;01;01;63;01;07691;0001;1,94;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;49,8797083309574
01016301076910002;01;01;63;01;07691;0002;3,13;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;75,3042442035546
01016301076910003;01;01;63;01;07691;0003;1,18;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;66,0124480206914
01016301076910004;01;01;63;01;07691;0004;,81;2; ;2;2; ;2; ; ; ; ; ; ;1; ; ;4;58,2969035742047
01016301076910005;01;01;63;01;07691;0005;2,19;6;4;2;3;2;1;3;2;1; ; ; ;1; ; ;4;28,7776680346528
01016301076910006;01;01;63;01;07691;0006;,91;2;2; ;2;2; ; ; ; ; ; ; ;1; ; ;4;67,3027803783805
01016301079090001;01;01;63;01;07909;0001;4,25;4;2;2;2;1;1; ; ; ;2;1;1;1; ; ;4;46,8804460925359
01016301079090002;01;01;63;01;07909;0002;5,13;3;2;1;1;1; ;1;1; ;1; ;1;1; ; ;4;53,134044453701
01016301093510001;01;01;63;01;09351;0001;4,56;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;36,045319019702
01016301093510002;01;01;63;01;09351;0002;4,37;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;61,6493236580734
01016401107500001;01;01;64;01;10750;0001;,35;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;90,0612677555183
01016401107500002;01;01;64;01;10750;0002;,16;3;3; ;3;3; ; ; ; ; ; ; ;1; ; ;4;28,634248791547
01016401107500004;01;01;64;01;10750;0004;,73;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;36,7258047905152
01016401107500005;01;01;64;01;10750;0005;1,25;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;32,175249098673
01016401107500006;01;01;64;01;10750;0006;,2;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;60,3581060700363
01016401107500007;01;01;64;01;10750;0007;1,22;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;28,1151529435036
01016401107500008;01;01;64;01;10750;0008;1;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;17,5884986465141
01016401107500009;01;01;64;01;10750;0009;1,06;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;16,9100863299139
01016401107500010;01;01;64;01;10750;0010;,96;3;1;2;3;1;2; ; ; ; ; ; ;1; ; ;4;19,1110135803107
01016401107500011;01;01;64;01;10750;0011;1,11;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;41,1168713221893
01016401107500012;01;01;64;01;10750;0012;1,27;3; ;3;3; ;3; ; ; ; ; ; ;1; ; ;4;40,3216350451193
01016401107500013;01;01;64;01;10750;0013;2,23;6;3;3;6;3;3; ; ; ; ; ; ;1; ; ;4;54,4909652255127
01016401107500014;01;01;64;01;10750;0014;5,04;5;2;3;5;2;3; ; ; ; ; ; ;1; ; ;4;15,4298833232635
01016401107500015;01;01;64;01;10750;0015;4,13;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;14,7128121111223
01016401108500001;01;01;64;01;10850;0001;3,86;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;56,4418248718041
01016401108500002;01;01;64;01;10850;0002;5,56;3; ;3;3; ;3; ; ; ; ; ; ;1; ; ;4;23,4632636285605
01016401108500003;01;01;64;01;10850;0003;2,25;3;1;2;2;1;1; ; ; ;1; ;1;1; ; ;4;59,365703472792
01016401108500004;01;01;64;01;10850;0004;1,55;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;67,5753343181614
01016401109950001;01;01;64;01;10995;0001;12,9;6;4;2;6;4;2; ; ; ; ; ; ;1; ; ;4;23,3889401206107
01016401109950002;01;01;64;01;10995;0002;,88;4;2;2;4;2;2; ; ; ; ; ; ;1; ; ;4;151,066159247125
01016401109950003;01;01;64;01;10995;0003;3,53;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;11,3985077448161
01016401109950004;01;01;64;01;10995;0004;2,07;3; ;3;3; ;3; ; ; ; ; ; ;1; ; ;4;21,4726672048097
01016401109950005;01;01;64;01;10995;0005;1,71;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;33,9968248811286
01016401112240001;01;01;64;01;11224;0001;,38;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;52,0592239276889
01016401112240003;01;01;64;01;11224;0003;1,83;6;2;4;6;2;4; ; ; ; ; ; ;1; ; ;4;41,0734344500297
01016401112240004;01;01;64;01;11224;0004;,75;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;43,3631200831812
01016401112240005;01;01;64;01;11224;0005;3,77;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;42,2536274282999
01016401112240006;01;01;64;01;11224;0006;5,06;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;34,4720038692197
01016401112240007;01;01;64;01;11224;0007;,37;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;109,805853460317
01016401119840001;01;01;64;01;11984;0001;6,51;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;36,5060637553182
01016401119840002;01;01;64;01;11984;0002;6;3;2;1;3;2;1; ; ; ; ; ; ;1; ; ;4;32,8772266032662
01016401119840003;01;01;64;01;11984;0003;3,53;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;19,9665649591121
01016501065490002;01;01;65;01;06549;0002;2,05;3;1;2;3;1;2; ; ; ; ; ; ;1; ; ;4;53,3026679393795
01016501065490003;01;01;65;01;06549;0003;1;5;1;4;5;1;4; ; ; ; ; ; ;1; ; ;4;30,1270516283582
01016501065490004;01;01;65;01;06549;0004;1,55;3;1;2;3;1;2; ; ; ; ; ; ;1; ; ;4;15,9700075561816
01016504000650002;01;01;65;04;00065;0002;15;3;2;1;3;2;1; ; ; ; ; ; ;1; ; ;4;34,4547261559053
01016504000650003;01;01;65;04;00065;0003;,62;2;1;1;1; ;1; ; ; ;1;1; ;1; ; ;4;48,0316350701551
01016504000650004;01;01;65;04;00065;0004;2,7;2;2; ;1;1; ; ; ; ;1;1; ;1; ; ;4;15,7262908266478
01016504000650005;01;01;65;04;00065;0005;15,41;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;32,3899258828059
01016601050840001;01;01;66;01;05084;0001;,4;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;22,8962528678561
01016601050840002;01;01;66;01;05084;0002;1,13;2; ;2;2; ;2; ; ; ; ; ; ;1; ; ;4;65,1201993724532
01016601050840003;01;01;66;01;05084;0003;1,66;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;10,8763218487566
01016601050840004;01;01;66;01;05084;0004;1,15;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;28,139453777379
01016601050840005;01;01;66;01;05084;0005;,59;2; ;2;2; ;2; ; ; ; ; ; ;1; ; ;4;90,1024713182823
01016601050840006;01;01;66;01;05084;0006;,44;2; ;2;2; ;2; ; ; ; ; ; ;1; ; ;4;63,2419228930731
01016601050840007;01;01;66;01;05084;0007;,52;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;35,302759173421
01016601050840008;01;01;66;01;05084;0008;2,23;4;2;2;4;2;2; ; ; ; ; ; ;1; ; ;4;62,2163876996607
01016601050840009;01;01;66;01;05084;0009;,77;3;2;1;3;2;1; ; ; ; ; ; ;1; ; ;4;33,6856596185476
01016601050840010;01;01;66;01;05084;0010;,16;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;25,5390729861839
01016601050840012;01;01;66;01;05084;0012;1,08;3;3; ;1;1; ; ; ; ;2;2; ;1; ; ;4;58,8686389711932
01016601050840013;01;01;66;01;05084;0013;,75;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;36,8136118506791
01016601050840014;01;01;66;01;05084;0014;,48;3;1;2;3;1;2; ; ; ; ; ; ;1; ; ;4;89,7192383189935
01016601050840015;01;01;66;01;05084;0015;,35;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;28,341724841053
01016601052890002;01;01;66;01;05289;0002;7;4;1;3;4;1;3; ; ; ; ; ; ;1; ; ;4;,263511957315043
01016601052890007;01;01;66;01;05289;0007;,45;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;23,9810411710367
01016601052890009;01;01;66;01;05289;0009;,3;2;2; ;2;2; ; ; ; ; ; ; ;1; ; ;4;88,491469977522
01016601052890011;01;01;66;01;05289;0011;,83;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;59,5289941867322
01016601052890013;01;01;66;01;05289;0013;,75;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;62,3453408166781
01016601052890014;01;01;66;01;05289;0014;,9;6;2;4;2;1;1; ; ; ;4;1;3;1; ; ;4;4,41140806966492
01016601052890015;01;01;66;01;05289;0015;,15;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;76,9238636950624
01016601052890016;01;01;66;01;05289;0016;,6;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;19,0334389752497
01016601052890017;01;01;66;01;05289;0017;,75;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;29,5652109101911
01016601052890018;01;01;66;01;05289;0018;,75;2; ;2;2; ;2; ; ; ; ; ; ;1; ; ;4;47,1245551864864
01016601052890019;01;01;66;01;05289;0019;,05;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;106,256076471564
01016601052890020;01;01;66;01;05289;0020;,5;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;6,47018461992925
01016601052890021;01;01;66;01;05289;0021;,08;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;92,9457876702111
01016601052890022;01;01;66;01;05289;0022;,04;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;106,174602373041
01016601052890025;01;01;66;01;05289;0025;1;2; ;2;2; ;2; ; ; ; ; ; ;1; ; ;4;1,44884846366181
01016601052890029;01;01;66;01;05289;0029;,45;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;31,3971863605215
01016801107240001;01;01;68;01;10724;0001;1,05;3;1;2;3;1;2; ; ; ; ; ; ;1; ; ;4;62,2478471329128
01016801107240002;01;01;68;01;10724;0002;2,5;4;1;3;4;1;3; ; ; ; ; ; ;1; ; ;4;35,1623390850687
01016801107240003;01;01;68;01;10724;0003;2;5;1;4;5;1;4; ; ; ; ; ; ;1; ; ;4;56,2184824319727
01016801107240004;01;01;68;01;10724;0004;1,5;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;38,7347856603204
01016801107240005;01;01;68;01;10724;0005;1,5;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;32,9980161769275
01016801107240006;01;01;68;01;10724;0006;2;3;1;2;3;1;2; ; ; ; ; ; ;1; ; ;4;51,9907111261327
01016801107240007;01;01;68;01;10724;0007;2,5;5;3;2;3;2;1;2;1;1; ; ; ;1; ; ;4;44,4623360279616
01016801111840002;01;01;68;01;11184;0002;2,5;6;4;2;4;2;2; ; ; ;2;2; ;1; ; ;4;69,0122546044782
01016801111840003;01;01;68;01;11184;0003;8;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;28,1565471888037
01016801111950001;01;01;68;01;11195;0001;2,01;5;2;3;1; ;1;4;2;2; ; ; ;1; ; ;4;58,8874538340681
01016801111950002;01;01;68;01;11195;0002;2,23;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;48,9706496834012
01016801111950003;01;01;68;01;11195;0003;,27;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;113,178891620448
01016801111950004;01;01;68;01;11195;0004;,14;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;92,6880583978935
01016801111950005;01;01;68;01;11195;0005;1,66;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;52,3454114500234
01016801111950008;01;01;68;01;11195;0008;1,14;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;73,7532601355233
01016801111950009;01;01;68;01;11195;0009;1,47;3;1;2;3;1;2; ; ; ; ; ; ;1; ; ;4;48,2668562082635
01016801111950010;01;01;68;01;11195;0010;,67;3;2;1;3;2;1; ; ; ; ; ; ;1; ; ;4;64,9890338011746
01016801113470001;01;01;68;01;11347;0001;13,62;4;1;3;4;1;3; ; ; ; ; ; ;1; ; ;4;43,8443194405426
01016801114310001;01;01;68;01;11431;0001;,75;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;50,5698428361286
01016801114310002;01;01;68;01;11431;0002;3;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;60,3218372572686
01016801114310004;01;01;68;01;11431;0004;1,5;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;46,122510509096
01016801114310005;01;01;68;01;11431;0005;1,25;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;64,6621722765001
01016801114310006;01;01;68;01;11431;0006;,75;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;85,1518393986601
01016801114310008;01;01;68;01;11431;0008;1,05;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;43,8489983942477
01016801114310009;01;01;68;01;11431;0009;,31;4;2;2;4;2;2; ; ; ; ; ; ;1; ; ;4;40,9551502927811
01016801114310011;01;01;68;01;11431;0011;,5;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;58,826004448002
01016801114310012;01;01;68;01;11431;0012;1,5;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;17,8150292197767
01016801114310013;01;01;68;01;11431;0013;,7;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;24,6049546633069
01016801119000001;01;01;68;01;11900;0001;,72;2; ;2;2; ;2; ; ; ; ; ; ;1; ; ;4;63,2037667137959
01016801119000002;01;01;68;01;11900;0002;25,01;4;3;1;3;2;1;1;1; ; ; ; ;1; ; ;4;1,16593286148734
01016801119000004;01;01;68;01;11900;0004;,4;4;2;2;4;2;2; ; ; ; ; ; ;1; ; ;4;39,8039446067666
01016801119000005;01;01;68;01;11900;0005;,44;2;1;1;2;1;1; ; ; ; ; ; ;1; ; ;4;31,6387456067153
01016801119000006;01;01;68;01;11900;0006;,26;2; ;2;2; ;2; ; ; ; ; ; ;1; ; ;4;11,8156498414156
01016801119000007;01;01;68;01;11900;0007;,76;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;32,2154475385837
01016801119000008;01;01;68;01;11900;0008;,2;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;42,9285199584541
01016801119000009;01;01;68;01;11900;0009;,85;4;1;3;4;1;3; ; ; ; ; ; ;1; ; ;4;52,2230590887857
01016801119000010;01;01;68;01;11900;0010;,42;1; ;1;1; ;1; ; ; ; ; ; ;1; ; ;4;57,2371209022871
01016801119000011;01;01;68;01;11900;0011;,97;3;1;2;3;1;2; ; ; ; ; ; ;1; ; ;4;72,3836451474354
01016801119000012;01;01;68;01;11900;0012;,41;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;55,2981218839765
01016801119000013;01;01;68;01;11900;0013;,35;1;1; ;1;1; ; ; ; ; ; ; ;1; ; ;4;51,4816265980031
01016801119000014;01;01;68;01;11900;0014;,73;3;2;1;2;1;1; ; ; ;1;1; ;1; ; ;4;32,6750691206351
