Identificador;ual_prov;ual_cant;ual_parr;ual_estr;ual_segm;al_ncues;cg_vive_predio_pr;cg_terredensm;cg_dista_pre_viv;cg_k100;cg_k101;cg_se_define;cg_k102;cg_segsoccam;cg_accesocomp;cg_accesointer;cg_superficie;cg_unidadmedida;grupo1;edad_rango
18085601002539999;18;08;56;01;00253;9999;1;1; ;1;99;6;7;2;2;2;,27;1;1;6
18085601004550001;18;08;56;01;00455;0001;2; ;110;2;60;4;3;2;1;1;50;1;8;3
18085601004550002;18;08;56;01;00455;0002;2; ;110;1;58;4;3;2;1;1;70;1;8;3
18085604000020001;18;08;56;04;00002;0001;1;1; ;1;99;6;7;2;2;2;220214,81;1;10;6
18085604000029999;18;08;56;04;00002;9999;1;1; ;1;99;6;7;2;2;2;5;1;5;6
18085661000993189;18;08;56;61;00099;3189;2; ;180;1;48;4;3;2;1;1;144,9;1;9;3
18085701016160001;18;08;57;01;01616;0001;1;1; ;1;99;6;7;2;2;2;546;1;10;6
18085701017420001;18;08;57;01;01742;0001;1;1; ;1;99;6;7;2;2;2;546;1;10;6
18085701018500001;18;08;57;01;01850;0001;1;1; ;1;78;4;1;2;2;2;,82;1;1;4
18085701018500002;18;08;57;01;01850;0002;1;1; ;1;67;4;7;2;2;2;2,32;1;3;4
18085701018500003;18;08;57;01;01850;0003;1;1; ;1;30;4;2;2;2;2;,72;1;1;2
18085701018500004;18;08;57;01;01850;0004;2; ;1;1;60;4;1;2;2;2;,5;1;1;3
18085701018500005;18;08;57;01;01850;0005;1;1; ;2;56;4;1;2;2;1;,33;1;1;3
18085701018500006;18;08;57;01;01850;0006;1;1; ;1;60;4;1;2;2;1;,25;1;1;3
18085701018500007;18;08;57;01;01850;0007;2; ;1;2;50;4;1;2;1;1;,52;1;1;3
18085701018500008;18;08;57;01;01850;0008;1;1; ;1;65;4;1;2;2;2;1,43;1;2;4
18085701018500009;18;08;57;01;01850;0009;2; ;1;1;66;4;1;2;1;1;,55;1;1;4
18085701018500010;18;08;57;01;01850;0010;2; ;1;1;62;4;1;2;2;1;,35;1;1;4
18085701018500011;18;08;57;01;01850;0011;2; ;2;2;39;4;1;2;1;1;,67;1;1;2
18085701018500012;18;08;57;01;01850;0012;1;1; ;1;27;4;2;2;2;1;,32;1;1;2
18085701018500013;18;08;57;01;01850;0013;2; ;1;2;35;4;1;2;2;2;,11;1;1;2
18085701018500014;18;08;57;01;01850;0014;1;1; ;1;32;4;1;2;2;1;,37;1;1;2
18085701018500015;18;08;57;01;01850;0015;1;1; ;2;54;4;1;2;2;2;,21;1;1;3
18085701018500016;18;08;57;01;01850;0016;2; ;1;2;50;4;2;2;2;2;,47;1;1;3
18085701018500017;18;08;57;01;01850;0017;1;1; ;1;52;4;2;2;1;1;1;1;2;3
18085701018500018;18;08;57;01;01850;0018;2; ;1;1;78;4;1;2;2;2;,46;1;1;4
18085701018509999;18;08;57;01;01850;9999;1;1; ;1;99;6;7;2;2;2;,18;1;1;6
18085701018520001;18;08;57;01;01852;0001;1;1; ;1;66;4;2;1;2;2;1,43;1;2;4
18085701018520002;18;08;57;01;01852;0002;2; ;1;2;43;4;3;2;1;1;,76;1;1;3
18085701018520003;18;08;57;01;01852;0003;2; ;1;1;90;4;1;2;2;2;,7;1;1;5
18085701018520004;18;08;57;01;01852;0004;2; ;1;1;78;4;1;1;2;2;1,45;1;2;4
18085701018520005;18;08;57;01;01852;0005;2; ;2;1;58;4;1;2;2;2;,8;1;1;3
18085701018520006;18;08;57;01;01852;0006;2; ;1;1;80;4;7;2;2;2;,7;1;1;4
18085701018520007;18;08;57;01;01852;0007;2; ;1;2;47;4;2;2;1;1;,28;1;1;3
18085701018520008;18;08;57;01;01852;0008;2; ;1;1;75;4;1;2;1;1;,57;1;1;4
18085701018520009;18;08;57;01;01852;0009;2; ;1;2;62;4;7;2;2;2;,5;1;1;4
18085701018520010;18;08;57;01;01852;0010;1;1; ;1;77;4;1;2;2;2;,54;1;1;4
18085701018520011;18;08;57;01;01852;0011;1;1; ;1;37;4;2;2;1;1;,13;1;1;2
18085701018520012;18;08;57;01;01852;0012;1;1; ;1;80;4;1;2;2;2;,7;1;1;4
18085701018520013;18;08;57;01;01852;0013;2; ;7;1;46;4;2;2;1;1;,67;1;1;3
18085701018520014;18;08;57;01;01852;0014;1;1; ;1;85;4;7;2;1;1;,4;1;1;5
18085701018520015;18;08;57;01;01852;0015;1;1; ;2;79;4;1;2;2;2;1,06;1;2;4
18085701018520016;18;08;57;01;01852;0016;2; ;1;1;65;4;1;2;2;2;1,21;1;2;4
18085701018520017;18;08;57;01;01852;0017;1;1; ;1;70;4;1;2;2;2;1,24;1;2;4
18085701018520018;18;08;57;01;01852;0018;1;1; ;2;40;4;1;2;1;1;,86;1;1;2
18085701018520019;18;08;57;01;01852;0019;2; ;2;2;27;4;3;2;1;1;,17;1;1;2
18085701018520020;18;08;57;01;01852;0020;2; ;1;1;73;4;1;2;2;2;,7;1;1;4
18085701018520021;18;08;57;01;01852;0021;2; ;1;1;63;4;1;2;2;2;,14;1;1;4
18085701018529999;18;08;57;01;01852;9999;1;1; ;1;99;6;7;2;2;2;,02;1;1;6
18085701019840001;18;08;57;01;01984;0001;2; ;4;1;85;4;1;2;2;2;1,5;1;2;5
18085701019840002;18;08;57;01;01984;0002;2; ;5;1;64;4;1;1;2;2;1,41;1;2;4
18085701019840003;18;08;57;01;01984;0003;2; ;4;1;58;4;1;2;2;2;,71;1;1;3
18085701019840004;18;08;57;01;01984;0004;2; ;3;2;43;4;2;2;1;1;,7;1;1;3
18085701019840005;18;08;57;01;01984;0005;2; ;4;1;82;4;2;2;2;2;4,9;1;4;5
18085701019840006;18;08;57;01;01984;0006;2; ;4;1;61;4;1;2;2;2;1,5;1;2;4
18085701019840007;18;08;57;01;01984;0007;2; ;1;2;58;4;1;2;2;2;,5;1;1;3
18085701019840008;18;08;57;01;01984;0008;2; ;1;2;31;4;2;2;1;1;,45;1;1;2
18085701019840009;18;08;57;01;01984;0009;2; ;1;1;62;4;1;2;2;2;,52;1;1;4
18085701019840010;18;08;57;01;01984;0010;2; ;1;1;63;4;7;2;2;2;1;1;2;4
18085701020320001;18;08;57;01;02032;0001;2; ;1;2;73;4;1;2;1;1;9,02;1;5;4
18085701020320002;18;08;57;01;02032;0002;2; ;2;1;30;4;1;2;2;1;2,38;1;3;2
18085701020320003;18;08;57;01;02032;0003;1;1; ;2;53;4;1;2;2;2;,95;1;1;3
18085701020320004;18;08;57;01;02032;0004;1;1; ;1;40;4;1;2;2;2;1,22;1;2;2
18085763000993811;18;08;57;63;00099;3811;2; ;4;1;43;4;3;2;1;1;,1;1;1;3
18085764000991896;18;08;57;64;00099;1896;2; ;30;1;44;4;3;2;1;1;1,2;1;2;3
18095001053280001;18;09;50;01;05328;0001;1;1; ;1;40;4;2;2;1;1;,4;1;1;2
18095001053280002;18;09;50;01;05328;0002;1;1; ;2;45;4;1;2;1;1;,16;1;1;3
18095001053280003;18;09;50;01;05328;0003;2; ;8;2;48;4;1;2;1;1;,06;1;1;3
18095001053280004;18;09;50;01;05328;0004;1;1; ;2;42;4;1;2;2;2;,36;1;1;3
18095001053280005;18;09;50;01;05328;0005;1;1; ;2;52;4;1;2;2;1;,23;1;1;3
18095001053280006;18;09;50;01;05328;0006;1;1; ;2;65;4;2;2;1;1;,05;1;1;4
18095001053280007;18;09;50;01;05328;0007;1;1; ;2;33;4;3;2;1;1;,1;1;1;2
18095001053280008;18;09;50;01;05328;0008;1;1; ;1;47;4;2;2;2;2;,39;1;1;3
18095001053280009;18;09;50;01;05328;0009;1;1; ;1;81;4;7;2;2;2;,32;1;1;5
18095001053280010;18;09;50;01;05328;0010;1;1; ;1;70;4;1;2;2;2;,38;1;1;4
18095001053280011;18;09;50;01;05328;0011;2; ;14;1;28;4;3;2;1;1;,3;1;1;2
18095001053280012;18;09;50;01;05328;0012;1;1; ;2;40;4;3;2;1;1;,21;1;1;2
18095001053280013;18;09;50;01;05328;0013;1;1; ;1;50;4;7;2;1;1;,04;1;1;3
18095001053280014;18;09;50;01;05328;0014;1;1; ;2;39;4;1;2;2;2;,32;1;1;2
18095001053280015;18;09;50;01;05328;0015;1;1; ;1;43;4;2;2;1;1;,14;1;1;3
18095001053280016;18;09;50;01;05328;0016;2; ;257;2;40;4;2;2;1;1;,16;1;1;2
18095001053280017;18;09;50;01;05328;0017;1;1; ;2;63;1;1;1;2;2;1,01;1;2;4
18095001053280018;18;09;50;01;05328;0018;1;1; ;2;75;4;1;2;2;2;,22;1;1;4
18095001053280019;18;09;50;01;05328;0019;1;1; ;1;58;4;7;2;2;2;,13;1;1;3
18095001053280020;18;09;50;01;05328;0020;1;1; ;2;57;4;7;2;2;1;,19;1;1;3
18095001053280021;18;09;50;01;05328;0021;1;1; ;2;70;4;1;2;1;1;,2;1;1;4
18095001053280022;18;09;50;01;05328;0022;1;1; ;2;52;4;3;2;1;1;,56;1;1;3
18095001053280023;18;09;50;01;05328;0023;2; ;20;1;81;4;7;1;2;2;,16;1;1;5
18095001053280024;18;09;50;01;05328;0024;1;1; ;2;36;4;1;2;1;1;,09;1;1;2
18095001053280025;18;09;50;01;05328;0025;2; ;1;2;70;4;7;2;2;2;,35;1;1;4
18095001053280026;18;09;50;01;05328;0026;1;2;,1;1;62;4;1;1;2;2;,18;1;1;4
18095001053280027;18;09;50;01;05328;0027;1;1; ;2;48;4;2;1;1;1;,18;1;1;3
18095001053280028;18;09;50;01;05328;0028;2; ;1;1;82;4;7;2;2;2;,6;1;1;5
18095001053280029;18;09;50;01;05328;0029;1;1; ;1;91;6;7;2;2;2;,88;1;1;5
18095001053280030;18;09;50;01;05328;0030;1;1; ;1;73;4;7;1;2;2;,19;1;1;4
18095001053280031;18;09;50;01;05328;0031;1;1; ;1;39;4;2;2;1;1;,04;1;1;2
18095001053280032;18;09;50;01;05328;0032;2; ;2;2;35;4;7;2;1;1;,26;1;1;2
18095001053289999;18;09;50;01;05328;9999;1;1; ;1;99;6;7;2;2;2;1,02;1;2;6
18095001054710001;18;09;50;01;05471;0001;1;1; ;2;27;4;2;2;2;1;,06;1;1;2
18095001054710002;18;09;50;01;05471;0002;1;2;5;2;49;4;1;1;2;2;,8;1;1;3
18095001054710003;18;09;50;01;05471;0003;1;2;,5;1;74;4;7;2;2;2;,2;1;1;4
18095001054710004;18;09;50;01;05471;0004;1;2;,25;1;49;4;3;2;2;1;,75;1;1;3
18095001054710005;18;09;50;01;05471;0005;1;2;5;2;53;4;1;2;1;1;,32;1;1;3
18095001054710006;18;09;50;01;05471;0006;1;2;1,5;2;42;4;2;2;2;2;,52;1;1;3
18095001054710007;18;09;50;01;05471;0007;1;2;3;2;29;4;1;2;1;1;,11;1;1;2
18095001054710008;18;09;50;01;05471;0008;1;2;1,5;1;60;4;7;2;2;1;,36;1;1;3
18095001054710009;18;09;50;01;05471;0009;1;2;3;1;59;4;7;2;2;2;,3;1;1;3
18095001054710010;18;09;50;01;05471;0010;1;2;3;1;68;4;7;2;2;2;,45;1;1;4
18095001054710011;18;09;50;01;05471;0011;1;2;5;1;54;4;1;2;1;1;1;1;2;3
18095001054710012;18;09;50;01;05471;0012;1;2;1;1;38;4;2;2;2;1;5,12;1;5;2
18095001054710013;18;09;50;01;05471;0013;1;2;1,5;1;50;4;1;2;1;1;1,19;1;2;3
18095001054710014;18;09;50;01;05471;0014;1;2;3;1;35;4;1;2;2;2;,23;1;1;2
18095001054710015;18;09;50;01;05471;0015;1;2;13;2;35;4;2;2;2;1;,46;1;1;2
18095001054710016;18;09;50;01;05471;0016;1;2;3;2;40;4;1;2;2;1;,52;1;1;2
18095001054710017;18;09;50;01;05471;0017;1;2;,5;1;48;4;1;2;1;1;,98;1;1;3
18095001054710018;18;09;50;01;05471;0018;1;2;1,5;2;36;4;1;2;2;1;,18;1;1;2
18095001054710019;18;09;50;01;05471;0019;1;2;1,5;2;45;4;1;2;1;1;,22;1;1;3
18095001054710020;18;09;50;01;05471;0020;1;2;2;2;79;1;7;2;2;2;,24;1;1;4
18095001054710021;18;09;50;01;05471;0021;1;2;,5;1;61;4;1;2;2;1;,28;1;1;4
18095001054710022;18;09;50;01;05471;0022;1;2;3;1;41;4;1;2;1;1;,36;1;1;3
18095001054710023;18;09;50;01;05471;0023;2; ;1;1;44;4;1;2;1;1;,67;1;1;3
18095001054710024;18;09;50;01;05471;0024;1;2;10;2;60;4;1;1;2;1;,05;1;1;3
18095001054719999;18;09;50;01;05471;9999;1;1; ;1;99;6;7;2;2;2;1;1;2;6
18095001059050001;18;09;50;01;05905;0001;1;2;10;2;45;4;1;2;2;2;,43;1;1;3
18095001059050002;18;09;50;01;05905;0002;1;2;2;2;34;4;1;2;2;1;,35;1;1;2
18095001059050003;18;09;50;01;05905;0003;1;2;1;2;58;4;1;2;1;1;,35;1;1;3
18095001059050004;18;09;50;01;05905;0004;1;2;8;1;57;4;1;2;2;1;5,2;1;5;3
18095001059050005;18;09;50;01;05905;0005;1;1; ;1;45;4;1;1;2;2;,34;1;1;3
18095001059050006;18;09;50;01;05905;0006;1;2;,01;2;65;4;7;1;2;2;1,6;1;2;4
18095001059050007;18;09;50;01;05905;0007;1;2;1;1;50;4;1;1;1;1;,53;1;1;3
18095001059050008;18;09;50;01;05905;0008;1;2;2;2;61;4;7;2;2;2;1,5;1;2;4
18095001059050009;18;09;50;01;05905;0009;1;2;10;1;55;4;1;1;2;1;,55;1;1;3
18095001059050010;18;09;50;01;05905;0010;1;2;10;2;46;1;1;2;2;1;,23;1;1;3
18095001059050011;18;09;50;01;05905;0011;1;2;6;1;38;1;1;2;2;2;,23;1;1;2
18095001059050012;18;09;50;01;05905;0012;1;2;6;1;48;1;1;2;2;2;,8;1;1;3
18095001059050013;18;09;50;01;05905;0013;1;2;2;1;27;4;2;2;2;2;,1;1;1;2
18095001059050014;18;09;50;01;05905;0014;1;1; ;2;32;4;7;2;2;1;,02;1;1;2
18095001059050015;18;09;50;01;05905;0015;1;1; ;1;47;4;1;2;2;2;,16;1;1;3
18095001059050016;18;09;50;01;05905;0016;1;2;1;1;55;4;1;2;2;1;,63;1;1;3
18095001059050017;18;09;50;01;05905;0017;1;2;1;1;60;4;1;2;2;1;2,26;1;3;3
18095001059050018;18;09;50;01;05905;0018;1;2;3;1;65;1;1;1;2;2;1,57;1;2;4
18095001059050019;18;09;50;01;05905;0019;1;1; ;1;99;6;7;2;2;2;,97;1;1;6
18095001059050020;18;09;50;01;05905;0020;1;1; ;2;65;4;1;2;2;2;2,16;1;3;4
18095001059050021;18;09;50;01;05905;0021;1;2;1;1;44;4;1;1;1;1;1,34;1;2;3
18095001059050022;18;09;50;01;05905;0022;1;2;1;1;59;4;1;2;2;2;,85;1;1;3
18095001059050023;18;09;50;01;05905;0023;1;1; ;1;39;4;1;2;2;1;,78;1;1;2
18095001059050024;18;09;50;01;05905;0024;1;2;,01;1;64;4;1;2;2;2;,2;1;1;4
18095001059050025;18;09;50;01;05905;0025;1;2;2;2;53;4;1;2;2;2;1,55;1;2;3
18095001059059999;18;09;50;01;05905;9999;1;1; ;1;99;6;7;2;2;2;1,1;1;2;6
18095001061110001;18;09;50;01;06111;0001;2; ;6;1;50;4;3;2;1;1;,4;1;1;3
18095001061110002;18;09;50;01;06111;0002;2; ;210;1;45;4;2;2;1;1;,32;1;1;3
18095001061110003;18;09;50;01;06111;0003;1;1; ;2;44;4;1;1;1;1;1,45;1;2;3
18095001061110004;18;09;50;01;06111;0004;1;1; ;2;80;4;7;1;1;2;,68;1;1;4
18095001061110005;18;09;50;01;06111;0005;1;1; ;1;53;4;1;2;1;1;,05;1;1;3
18095001061110006;18;09;50;01;06111;0006;1;2;,05;2;39;4;1;2;1;1;,07;1;1;2
18095001061110007;18;09;50;01;06111;0007;1;1; ;1;50;4;1;2;2;1;,12;1;1;3
18095001061110008;18;09;50;01;06111;0008;1;1; ;1;46;4;2;2;1;1;,14;1;1;3
18095001061110009;18;09;50;01;06111;0009;2; ;1;1;56;4;2;2;2;1;,08;1;1;3
18095001061110010;18;09;50;01;06111;0010;1;2;2;1;78;4;7;2;2;2;,18;1;1;4
18095001061110011;18;09;50;01;06111;0011;1;1; ;2;31;4;7;2;2;2;,06;1;1;2
18095001061110012;18;09;50;01;06111;0012;1;1; ;2;65;4;7;2;2;2;,04;1;1;4
18095001061110013;18;09;50;01;06111;0013;1;1; ;2;41;4;1;2;2;2;,55;1;1;3
18095001061110014;18;09;50;01;06111;0014;2; ;2,5;1;53;4;1;2;1;1;,19;1;1;3
18095001061110015;18;09;50;01;06111;0015;1;2;1;2;51;4;2;1;1;1;,12;1;1;3
18095001061110016;18;09;50;01;06111;0016;2; ;392;2;48;4;1;2;1;1;,09;1;1;3
18095001061110017;18;09;50;01;06111;0017;2; ;1;2;46;4;1;2;1;1;,17;1;1;3
18095001061110018;18;09;50;01;06111;0018;1;1; ;1;55;4;1;2;1;1;,05;1;1;3
18095001061110019;18;09;50;01;06111;0019;1;1; ;2;48;4;1;2;2;1;,06;1;1;3
18095001061110020;18;09;50;01;06111;0020;2; ;242;2;47;4;1;2;1;1;,08;1;1;3
18095001061110021;18;09;50;01;06111;0021;1;1; ;1;26;4;2;2;1;1;,02;1;1;2
18095001061110022;18;09;50;01;06111;0022;1;1; ;1;82;4;7;2;2;2;1,41;1;2;5
18095001061110023;18;09;50;01;06111;0023;1;1; ;1;25;4;2;2;1;1;,55;1;1;2
18095001061110024;18;09;50;01;06111;0024;1;1; ;1;32;4;1;2;1;1;,37;1;1;2
18095001061110025;18;09;50;01;06111;0025;2; ;1;2;78;4;7;2;2;2;,5;1;1;4
18095001061110026;18;09;50;01;06111;0026;1;1; ;1;57;4;1;2;2;2;1;1;2;3
18095001061119999;18;09;50;01;06111;9999;1;1; ;1;99;6;7;2;2;2;1;1;2;6
18095004000290001;18;09;50;04;00029;0001;1;1; ;1;41;1;1;2;2;1;,52;1;1;3
18095004000290002;18;09;50;04;00029;0002;1;1; ;2;30;4;1;2;2;2;,32;1;1;2
18095004000290003;18;09;50;04;00029;0003;1;1; ;1;53;4;1;2;1;1;1,71;1;2;3
18095004000290004;18;09;50;04;00029;0004;1;1; ;2;30;4;1;2;2;2;,3;1;1;2
18095004000290005;18;09;50;04;00029;0005;1;1; ;1;75;4;7;2;2;2;1,24;1;2;4
18095004000290006;18;09;50;04;00029;0006;1;1; ;2;46;4;1;2;2;2;,65;1;1;3
18095004000290007;18;09;50;04;00029;0007;1;2;5;2;43;4;1;2;2;2;,25;1;1;3
18095004000290008;18;09;50;04;00029;0008;2; ;21;1;52;4;1;2;2;2;,17;1;1;3
18095004000290009;18;09;50;04;00029;0009;1;1; ;1;53;4;1;2;1;1;1,43;1;2;3
18095004000290010;18;09;50;04;00029;0010;1;1; ;2;38;4;1;2;2;2;,07;1;1;2
18095004000290011;18;09;50;04;00029;0011;1;2;5;2;78;4;7;2;2;2;,17;1;1;4
18095004000290012;18;09;50;04;00029;0012;1;1; ;2;39;4;1;2;1;1;,26;1;1;2
18095004000290013;18;09;50;04;00029;0013;1;1; ;2;62;1;2;2;2;2;2,41;1;3;4
18095004000290014;18;09;50;04;00029;0014;1;2;5;2;48;4;1;2;1;1;,56;1;1;3
18095004000290015;18;09;50;04;00029;0015;1;2;5;1;44;4;1;2;1;1;2,57;1;3;3
18095004000290016;18;09;50;04;00029;0016;1;2;5;1;75;4;7;2;2;2;1,91;1;2;4
18095004000290017;18;09;50;04;00029;0017;1;2;5;1;77;1;7;2;2;2;,47;1;1;4
18095004000290018;18;09;50;04;00029;0018;1;2;5;2;58;4;7;2;1;1;,87;1;1;3
18095004000290019;18;09;50;04;00029;0019;1;2;2;2;61;4;7;2;2;2;1,5;1;2;4
18095004000290020;18;09;50;04;00029;0020;1;2;8;1;57;4;1;2;2;1;5,17;1;5;3
18095004000290021;18;09;50;04;00029;0021;1;2;2;2;28;4;1;2;1;1;,41;1;1;2
18095004000290022;18;09;50;04;00029;0022;1;2;5;2;63;4;1;2;2;2;,94;1;1;4
18095004000290023;18;09;50;04;00029;0023;1;2;10;2;22;4;2;2;1;1;,33;1;1;2
18095004000290024;18;09;50;04;00029;0024;1;2;5;1;43;4;1;2;2;2;1,92;1;2;3
18095004000290025;18;09;50;04;00029;0025;1;2;3;1;38;1;1;2;1;1;,25;1;1;2
18095004000290026;18;09;50;04;00029;0026;1;1; ;1;53;4;1;2;2;2;2,13;1;3;3
18095004000290027;18;09;50;04;00029;0027;1;1; ;1;92;4;7;2;2;2;1;1;2;5
18095004000290028;18;09;50;04;00029;0028;1;1; ;1;75;1;1;2;2;2;,32;1;1;4
18095004000290029;18;09;50;04;00029;0029;1;2;3;1;57;4;1;2;2;2;,99;1;1;3
18095004000290030;18;09;50;04;00029;0030;1;1; ;1;45;4;1;2;2;2;,28;1;1;3
18095004000290031;18;09;50;04;00029;0031;2; ;3;1;52;4;1;2;1;1;,7;1;1;3
18095004000290032;18;09;50;04;00029;0032;1;2;10;1;46;1;1;2;1;1;1,74;1;2;3
18095004000290033;18;09;50;04;00029;0033;1;2;1;1;62;1;1;1;1;1;3,41;1;4;4
18095004000290034;18;09;50;04;00029;0034;1;1; ;1;37;4;1;2;2;2;1,56;1;2;2
18095004000290035;18;09;50;04;00029;0035;1;2;5;1;50;4;1;1;1;1;,52;1;1;3
18095004000290036;18;09;50;04;00029;0036;1;2;,01;1;64;4;1;2;2;2;,2;1;1;4
18095004000290037;18;09;50;04;00029;0037;1;2;1;2;65;4;1;2;2;2;2,09;1;3;4
18095004000290038;18;09;50;04;00029;0038;1;2;10;2;45;4;1;2;2;2;,76;1;1;3
18095004000290039;18;09;50;04;00029;0039;1;1; ;1;39;4;1;2;2;1;,86;1;1;2
18095004000290040;18;09;50;04;00029;0040;1;2;2;1;59;4;1;2;2;2;,53;1;1;3
18095004000290041;18;09;50;04;00029;0041;1;2;3;1;65;1;1;1;2;2;1,53;1;2;4
18095004000290042;18;09;50;04;00029;0042;1;1; ;2;34;4;1;2;2;2;,54;1;1;2
18095004000290043;18;09;50;04;00029;0043;1;1; ;1;99;6;7;2;2;2;70;1;8;6
18095004000290044;18;09;50;04;00029;0044;1;1; ;2;76;4;1;2;2;1;1,48;1;2;4
18095004000290045;18;09;50;04;00029;0045;1;2;2;2;79;4;7;2;2;2;,69;1;1;4
18095004000290046;18;09;50;04;00029;0046;1;2;1;1;60;4;1;2;2;2;2,24;1;3;3
18095004000290047;18;09;50;04;00029;0047;1;1; ;1;99;6;7;2;2;2;80,64;1;8;6
18095004000295555;18;09;50;04;00029;5555;1;1; ;1;99;6;7;2;2;2;216;1;10;6
18095004000299999;18;09;50;04;00029;9999;1;1; ;1;99;6;7;2;2;2;12,01;1;6;6
18095101066880001;18;09;51;01;06688;0001;1;1; ;1;29;4;2;2;1;1;,02;1;1;2
18095101066880002;18;09;51;01;06688;0002;1;1; ;1;78;4;7;1;2;2;1,16;1;2;4
18095101066880003;18;09;51;01;06688;0003;1;1; ;2;22;1;2;2;2;2;5,02;1;5;2
18095101066880004;18;09;51;01;06688;0004;1;1; ;1;63;1;1;2;2;2;,31;1;1;4
18095101066880005;18;09;51;01;06688;0005;2; ;8;2;30;4;2;2;2;2;,25;1;1;2
18095101066880006;18;09;51;01;06688;0006;2; ;1;2;77;1;7;2;2;2;,4;1;1;4
18095101066880007;18;09;51;01;06688;0007;2; ;8;2;40;4;2;2;1;1;1,58;1;2;2
18095101066880008;18;09;51;01;06688;0008;1;1; ;2;40;4;1;1;1;1;,41;1;1;2
18095101066880009;18;09;51;01;06688;0009;2; ;2;2;32;4;1;1;2;2;,99;1;1;2
18095101066880010;18;09;51;01;06688;0010;1;1; ;2;28;4;1;2;2;2;,46;1;1;2
18095101066880011;18;09;51;01;06688;0011;1;1; ;1;29;4;1;2;2;1;,47;1;1;2
18095101066880012;18;09;51;01;06688;0012;1;1; ;1;55;1;1;2;2;2;1,47;1;2;3
18095101066880013;18;09;51;01;06688;0013;1;1; ;2;58;4;1;1;2;2;,21;1;1;3
18095101066880014;18;09;51;01;06688;0014;2; ;1;1;50;4;1;2;2;2;,24;1;1;3
18095101066880015;18;09;51;01;06688;0015;1;1; ;1;40;4;1;2;1;1;,85;1;1;2
18095101066880016;18;09;51;01;06688;0016;2; ;1;1;52;4;1;2;2;2;2,28;1;3;3
18095101066880017;18;09;51;01;06688;0017;2; ;1;1;68;4;1;1;2;2;,5;1;1;4
18095101066880018;18;09;51;01;06688;0018;1;1; ;1;27;4;1;2;2;1;,7;1;1;2
18095101066880019;18;09;51;01;06688;0019;1;1; ;2;30;4;2;2;1;1;,06;1;1;2
18095101066880020;18;09;51;01;06688;0020;1;1; ;2;48;4;1;1;2;1;,31;1;1;3
18095101066880021;18;09;51;01;06688;0021;2; ;1;1;43;4;1;2;2;2;,64;1;1;3
18095101066880022;18;09;51;01;06688;0022;2; ;2;1;40;4;1;2;2;1;1,06;1;2;2
18095101066880023;18;09;51;01;06688;0023;1;1; ;1;47;4;1;2;2;2;1,58;1;2;3
18095101066880024;18;09;51;01;06688;0024;2; ;2;2;48;4;1;2;2;2;,39;1;1;3
18095101066880025;18;09;51;01;06688;0025;1;1; ;1;42;4;1;2;2;2;,24;1;1;3
18095101066880026;18;09;51;01;06688;0026;2; ;8;2;45;4;1;2;2;2;,32;1;1;3
18095101066880027;18;09;51;01;06688;0027;2; ;1;1;80;1;7;1;2;2;,85;1;1;4
18095101066880028;18;09;51;01;06688;0028;2; ;2;2;40;4;2;2;2;2;2,32;1;3;2
18095101066880029;18;09;51;01;06688;0029;1;1; ;2;66;4;1;1;2;2;1,47;1;2;4
18095101066889999;18;09;51;01;06688;9999;1;1; ;1;99;6;7;2;2;2;,23;1;1;6
18095101070090001;18;09;51;01;07009;0001;2; ;2;1;58;4;1;2;2;2;,5;1;1;3
18095101070090002;18;09;51;01;07009;0002;2; ;5;1;60;4;1;2;2;2;2,3;1;3;3
18095101070090003;18;09;51;01;07009;0003;2; ;1;1;47;4;1;2;1;1;1,34;1;2;3
18095101070090004;18;09;51;01;07009;0004;2; ;4;1;58;4;1;2;2;2;1,9;1;2;3
18095101070090005;18;09;51;01;07009;0005;2; ;4;1;65;4;1;2;2;2;1,2;1;2;4
18095101070090006;18;09;51;01;07009;0006;2; ;1;1;60;4;1;2;1;1;1,42;1;2;3
18095101070090007;18;09;51;01;07009;0007;2; ;2;1;60;4;1;2;2;2;1,2;1;2;3
18095101070090008;18;09;51;01;07009;0008;2; ;1;1;67;4;1;2;2;2;4,9;1;4;4
18095101070090009;18;09;51;01;07009;0009;2; ;4;2;50;4;1;2;2;2;3,95;1;4;3
18095101070090010;18;09;51;01;07009;0010;2; ;1;1;66;4;1;2;2;2;1,33;1;2;4
18095101070090011;18;09;51;01;07009;0011;2; ;1;1;65;4;1;2;2;2;,5;1;1;4
18095101070090012;18;09;51;01;07009;0012;2; ;1;1;99;6;7;2;2;2;,31;1;1;6
18095101070090013;18;09;51;01;07009;0013;2; ;1;2;60;4;1;2;2;2;1,8;1;2;3
18095101070090014;18;09;51;01;07009;0014;2; ;1;1;68;4;1;2;2;2;1,57;1;2;4
18095101070090015;18;09;51;01;07009;0015;2; ;1;1;64;4;1;2;2;2;2,1;1;3;4
18095101070090016;18;09;51;01;07009;0016;2; ;1;1;65;4;1;1;2;2;1,5;1;2;4
18095101070090017;18;09;51;01;07009;0017;2; ;3;1;65;4;1;2;2;2;2,61;1;3;4
18095101070090018;18;09;51;01;07009;0018;2; ;4;1;62;4;1;2;2;2;,37;1;1;4
18095101070090019;18;09;51;01;07009;0019;2; ;2;1;63;4;1;2;2;2;3,85;1;4;4
18095101070090020;18;09;51;01;07009;0020;2; ;3;2;55;4;1;2;2;2;2,7;1;3;3
